"Id продукта","В распродаже","Только на сайте","EAN13","UPC (Универсальный код продукта)","Эко-налог","Количество","Минимальное количество","Цена","Оптовая цена","Объединение","Соотношение цены единицы","Дополнительная стоимость доставки","Артикул","Артикул поставщиков","Цена поставщика за единицу (без НДС)","Местоположение","Ширина","Высота","Глубина","Вес","Нет на складе","Количественные скидки","Настраиваемые","Статус","Тип перенаправления","# перенаправленного товара","Доступны для заказа","Дата поступления","Состояние","Показать цену","Индексированный","Видимость","это Продукт в упаковке","Имеет вложения","Виртуальный продукт","Кешировать Атрибут по умолчанию","Добавить дату","Дата обновления","Расширенные возможности управления складом","pack_stock_type","Описание","Краткое описание","ЧПУ (Friendly URL)","Мета описание","Мета ключевые слова","Мета заголовок","Название продукта","Доступен сейчас","Доступен позже","Теги","URL продукта","Категория","Позиция","Производитель","Поставщик","Изображения товара","Налог","Product Carrier","Аксессуары продуктов","ID Комбинации","Артикул комбинаций","Артикул поставщика комбинаций","Оптовая цена за комбинацию (без НДС)","Местоположение комбинации","EAN13 комбинация","UPC Комбинация","Оптовая цена комбинации","Цена Комбинации","Эко налог для Комбинаций","Количество комбинаций","Вес комбинаций","Влияние комбинации на цену","Комбинация по умолчанию","Мин. количество комбинации","Дата поступления разновидности товара","Изображения для комбинации","Feature: Пол","Feature: Размер Обуви","Feature: Размер Одежды","Feature: Состояние","Feature: Тип Аксессуара","Feature: Тип Верхней Одежды","Feature: Тип Обуви","Feature: Тип Одежды","Feature: Тип Сумки","Feature: Тип Украшений","Спец.цена: ID магазина","Specific Price: Currency","Спец.цена: ID страны","Спец.цена: ID группы","Спец.цена: ID пользователя","Спец.цена: ID комбинации","Спец.цена: Цена товара","Спец.цена: Начинается с","Спец.цена: Скидка","Specific Price: Reduction Tax","Спец.цена: Тип скидки","Спец.цена: С","Спец.цена: До","Текстовые поля","Загружаемые файлы","Виртуал.продукт: Имя файла для отображения","Виртуал.продукт: имя файла","Виртуальный: Дата окончания срока действия","Виртуал.продукт: Количество дней","Виртуал.продукт: Количество загрузок","Виртуал.продукт: Это загружаемые продукт","ID приложения","Имя файла приложения","Имя приложения","Описание приложения"
"6637","0","0","","","0","1","1","4500","4500","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","06.02.2018 0:37:17","0","3","","","botilony-yves-saint-laurent-40","","","","Ботильоны Yves Saint Laurent. 40","В наличии","","brand fashion,комиссионный магазин,комиссионка,брендовую обувь,ботильоны yves saint laurent","http://brand-fashion.com.ua/obuv-brand/6637-botilony-yves-saint-laurent-40.html","Корень|Главная|Обувь","89","Yves Saint Laurent","","http://brand-fashion.com.ua/img/p/6/9/8/698.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","40","","идеальное","","","Ботильоны","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6639","0","0","","","0","0","1","4200","0","","0","0","Бронь","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","06.02.2018 0:37:17","0","3","<h1 style=""text-align:left;"">Ботинки Gucci - Оригинал</h1>
<p style=""text-align:left;"">Размер - 37.5. Демисезонные. Отличное Состояние.</p>","<p>Кожаные Демисезонные ботинки Gucci </p>","demisezonnye-botinki-gucci-375","Демисезонные ботинки Gucci в отличном состоянии. Цена 4200 Грн","","Демисезонные ботинки Gucci - размер 37.5 - Только Оригинал","Демисезонные ботинки Gucci. 37.5","В наличии","","brand fashion,комиссионный магазин,комиссионка,только оригинал,gucci,брендовую обувь,ботинки,магазин brand fashion,грн,в,Цена","http://brand-fashion.com.ua/obuv-brand/6639-demisezonnye-botinki-gucci-375.html","Корень|Главная|Обувь","90","Gucci","","http://brand-fashion.com.ua/img/p/3/7/4/8/3748.jpg;http://brand-fashion.com.ua/img/p/3/7/4/9/3749.jpg;http://brand-fashion.com.ua/img/p/3/7/5/0/3750.jpg;http://brand-fashion.com.ua/img/p/3/7/5/1/3751.jpg;http://brand-fashion.com.ua/img/p/3/7/5/2/3752.jpg;http://brand-fashion.com.ua/img/p/3/7/5/3/3753.jpg;http://brand-fashion.com.ua/img/p/3/7/4/7/3747.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","37.5","","Отличное","","","Ботинки","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6650","0","0","","","0","1","1","2800","2800","","0","0","","","0","","0","0","0","0","2","0","0","1","","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","20.10.2017 12:41:31","0","3","","","plate-marc-by-marc-jacobs-s","","","","Платье Marc by Marc Jacobs. S","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/odezhda/6650-plate-marc-by-marc-jacobs-s.html","Корень|Главная|Одежда ","83","MARC BY MARC JACOBS","","http://brand-fashion.com.ua/img/p/7/0/8/708.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6670","0","0","","","0","1","1","5400","5400","","0","0","","","0","","0","0","0","0","2","0","0","1","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","20.10.2017 12:41:31","0","3","","","brendovoe-plate-sherri-hill-s","","","","Брендовое Платье Sherri Hill. S","В наличии","","brand fashion,комиссионный магазин,брендовая одежда,платье Sherri Hill,Sherri Hill оригинал,купить брендовое платье","http://brand-fashion.com.ua/odezhda/6670-brendovoe-plate-sherri-hill-s.html","Корень|Главная|Одежда ","84","Sherri Hill","","http://brand-fashion.com.ua/img/p/7/1/7/717.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","S","Идиальное","","","","Платье","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6682","0","0","","","0","1","1","400","400","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","22.02.2018 15:33:57","0","3","","<h4 class=""page-title"">Джинсы Gucci на 8 лет - Оригинал</h4>","dzhinsy-gucci-na-8-let","Детские джинсы Gucci в отличном состоянии","","Детские джинсы Gucci на возраст 8 лет","Джинсы Gucci. на 8 лет","В наличии","","brand fashion,комиссионный магазин,gucci,детская одежда,gucci оригинал,детские джинсы Gucci","http://brand-fashion.com.ua/home/6682-dzhinsy-gucci-na-8-let.html","Корень|Главная","87","Gucci","","http://brand-fashion.com.ua/img/p/1/3/9/9/1399.jpg;http://brand-fashion.com.ua/img/p/1/4/0/0/1400.jpg;http://brand-fashion.com.ua/img/p/1/4/0/1/1401.jpg;http://brand-fashion.com.ua/img/p/1/4/0/2/1402.jpg;http://brand-fashion.com.ua/img/p/1/4/0/3/1403.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","Мальчик","","","Отличное","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6683","0","0","","","0","1","1","400","400","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","22.02.2018 15:33:57","0","3","","","dzhinsy-fendi-na-vozrast-5-6-let","","","","Джинсы Fendi. на возраст 5-6 лет","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/home/6683-dzhinsy-fendi-na-vozrast-5-6-let.html","Корень|Главная","88","Fendi ","","http://brand-fashion.com.ua/img/p/1/4/0/6/1406.jpg;http://brand-fashion.com.ua/img/p/1/4/0/4/1404.jpg;http://brand-fashion.com.ua/img/p/1/4/0/8/1408.jpg;http://brand-fashion.com.ua/img/p/1/4/0/5/1405.jpg;http://brand-fashion.com.ua/img/p/1/4/0/7/1407.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","Мальчик","","на возраст 5-6 лет","Отличное","","","","Джинсы","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6684","0","0","","","0","1","1","1500","1500","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","22.02.2018 15:33:57","0","3","","","kurtka-zhiletka-timberland-na-vozrast-10let","","","","Куртка-жилетка Timberland. на возраст 10лет","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/home/6684-kurtka-zhiletka-timberland-na-vozrast-10let.html","Корень|Главная","89","TIMBERLAND","","http://brand-fashion.com.ua/img/p/1/3/9/0/1390.jpg;http://brand-fashion.com.ua/img/p/1/3/9/5/1395.jpg;http://brand-fashion.com.ua/img/p/1/3/9/2/1392.jpg;http://brand-fashion.com.ua/img/p/1/3/9/1/1391.jpg;http://brand-fashion.com.ua/img/p/1/3/9/3/1393.jpg;http://brand-fashion.com.ua/img/p/1/3/9/4/1394.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","Мальчик","","на возраст 10 лет","Отличное","","Куртка","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6685","0","0","","","0","1","1","2500","2500","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","22.02.2018 15:33:57","0","3","","","bolero-christian-dior-na-vozrast-8-let","","","","Болеро Christian Dior. на возраст 8 лет","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/home/6685-bolero-christian-dior-na-vozrast-8-let.html","Корень|Главная","90","Christian Dior","","http://brand-fashion.com.ua/img/p/1/3/9/7/1397.jpg;http://brand-fashion.com.ua/img/p/1/3/9/6/1396.jpg;http://brand-fashion.com.ua/img/p/1/3/9/8/1398.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","Девочка","","но возраст 8 лет","Отличное","","","","Болеро","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6688","0","0","","","0","1","1","29900","29900","","0","0","","","0","","0","0","0","0","2","0","0","0","","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","18.11.2017 1:54:17","0","3","","Вес 46.37 грамма","zolotoj-chiker-s-kulonom-i-braslet-750-proby","","","","Золотой чикер с кулоном и браслет 750 пробы","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/ukrasheniya/6688-zolotoj-chiker-s-kulonom-i-braslet-750-proby.html","Корень|Главная|Украшения","0","Другие","","http://brand-fashion.com.ua/img/p/7/2/5/725.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6689","0","0","","","0","1","1","5400","0","","0","0","","","0","","0","0","0","0","2","0","0","1","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","20.10.2017 12:41:24","0","3","<h2>Вязаная Куртка Dsquared2 - Оригинал</h2>
<p>Размер M. Состав Ткани Указан на Одной из Фотографий. Отличное Состояние.</p>","<p style=""text-align:left;"">Вязаная Куртка Dsquared2, Италия</p>","vyazanaya-kurtka-dsquared2-m","Вязаная куртка Dsquared2 в Отличном Состоянии. Цена 5400 Грн","","Вязаная куртка Dsquared2 - Размер M - Только Оригинал","Вязаная куртка Dsquared2. M","В наличии","","оригинал,комиссионный,brand fashion,магазин,dsquared2,грн,купить,в,одежда,Цена,Куртка,Ббрендовая,Верхняя","http://brand-fashion.com.ua/verkhnyaya-odezhda/6689-vyazanaya-kurtka-dsquared2-m.html","Корень|Главная|Верхняя Одежда","14","Dsquared2","","http://brand-fashion.com.ua/img/p/1/7/3/7/1737.jpg;http://brand-fashion.com.ua/img/p/1/7/3/5/1735.jpg;http://brand-fashion.com.ua/img/p/1/7/3/8/1738.jpg;http://brand-fashion.com.ua/img/p/1/7/3/9/1739.jpg;http://brand-fashion.com.ua/img/p/1/7/4/0/1740.jpg;http://brand-fashion.com.ua/img/p/1/7/3/6/1736.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","M","Отличное","","Вязаная Куртка","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6690","0","0","","","0","1","1","2800","2800","","0","0","","","0","","0","0","0","0","2","0","0","0","","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","22.02.2018 15:33:57","0","3","","","lyzhnaya-kurtka-baby-dior-na-vozrast-2-goda","","","","Лыжная куртка Baby Dior. на возраст 2 года","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/home/6690-lyzhnaya-kurtka-baby-dior-na-vozrast-2-goda.html","Корень|Главная","91","","","http://brand-fashion.com.ua/img/p/7/2/7/727.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6691","0","0","","","0","1","1","2900","2900","","0","0","","","0","","0","0","0","0","2","0","0","0","","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","22.02.2018 15:33:57","0","3","","","pukhovik-fay-na-vozrast-4-goda","","","","Пуховик Fay. на возраст 4 года","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/home/6691-pukhovik-fay-na-vozrast-4-goda.html","Корень|Главная","92","Другие","","http://brand-fashion.com.ua/img/p/7/2/8/728.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6692","0","0","","","0","1","1","2200","2200","","0","0","","","0","","0","0","0","0","2","0","0","0","","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","22.02.2018 15:33:57","0","3","","на рост 162см","zhaket-simonetta-na-vozrast-12-let","","","","Жакет Simonetta. на возраст 12 лет","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/home/6692-zhaket-simonetta-na-vozrast-12-let.html","Корень|Главная","93","Другие","","http://brand-fashion.com.ua/img/p/7/2/9/729.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6693","0","0","","","0","1","1","5000","5000","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","22.02.2018 15:33:57","0","3","<h1>Пальто Simonetta - Оригинал</h1>
<h4>На Возраст 8 лет Рост 138</h4>
<h4>Шерсть 75%</h4>
<h4>Кашемир 5%</h4>","<p>Рост 138<br />Шерсть 75%<br />Кашемир 5%</p>","palto-simonetta-na-vozrast-8-let","","","","Пальто Simonetta. на возраст 8 лет","В наличии","","оригинал,brand fashion,комиссионный магазин,Simonetta","http://brand-fashion.com.ua/home/6693-palto-simonetta-na-vozrast-8-let.html","Корень|Главная","94","SIMONETTA TINY","","http://brand-fashion.com.ua/img/p/7/3/0/730.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","Девочка","","","Отличное","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6694","0","0","","","0","1","1","5400","5400","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","22.02.2018 15:33:57","0","3","<h1>Пуховик Pinco Pallino - Оригинал</h1>
<h4>На Возраст 6 Лет</h4>
<h4>Мех Енота. Отличное Состояние</h4>","<h3>Пуховик Pinco Pallino</h3>","pukhovik-pinco-pallino-na-vozrast-6-let","Пуховик Pinco Pallino В Отличном Состоянии. Цена 5400 Грн","","Пуховик Pinco Pallino - На Возраст 6 Лет - Оригинал","Пуховик Pinco Pallino. На Возраст 6 Лет","В наличии","","оригинал,brand fashion,комиссионный магазин,детская одежда,Pinco Pallino","http://brand-fashion.com.ua/home/6694-pukhovik-pinco-pallino-na-vozrast-6-let.html","Корень|Главная","95","I Pinco Pallino","","http://brand-fashion.com.ua/img/p/7/3/1/731.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","Девочка","","","Отличное","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6696","0","0","","","0","1","1","8100","8100","","0","0","","","0","","0","0","0","0","2","0","0","1","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","20.10.2017 12:41:31","0","3","","<p><span style=""color:#d0121a;""><strong>Лимитированная серия</strong></span></p>","plate-prada-38","","","","Платье Prada. 38","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/odezhda/6696-plate-prada-38.html","Корень|Главная|Одежда ","85","Prada","","http://brand-fashion.com.ua/img/p/1/7/0/6/1706.jpg;http://brand-fashion.com.ua/img/p/1/7/0/7/1707.jpg;http://brand-fashion.com.ua/img/p/1/7/0/8/1708.jpg;http://brand-fashion.com.ua/img/p/1/7/0/9/1709.jpg;http://brand-fashion.com.ua/img/p/1/7/1/0/1710.jpg;http://brand-fashion.com.ua/img/p/1/7/1/1/1711.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","38","Отличное","","","","Платье","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6697","0","0","","","0","1","1","3500","3500","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","09.12.2017 17:48:18","0","3","","","kyuloty-maxmara-weekend-40","","","","Кюлоты MaxMara weekend. 40","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/odezhda/6697-kyuloty-maxmara-weekend-40.html","Корень|Главная|Одежда ","86","Max Mara","","http://brand-fashion.com.ua/img/p/1/7/2/6/1726.jpg;http://brand-fashion.com.ua/img/p/1/7/2/7/1727.jpg;http://brand-fashion.com.ua/img/p/1/7/2/8/1728.jpg;http://brand-fashion.com.ua/img/p/1/7/2/5/1725.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","40","Отличное","","","","Штаны","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6698","0","0","","","0","1","1","2000","1000","","0,666667","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","0","both","0","0","0","0","03.01.2017","22.02.2018 1:01:09","0","3","","","sumka-christian-dior","","","","Сумка Christian Dior","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/sumki/6698-sumka-christian-dior.html","Корень|Главная|Сумки","3","Christian Dior","","http://brand-fashion.com.ua/img/p/7/3/5/735.jpg;http://brand-fashion.com.ua/img/p/1/7/0/0/1700.jpg;http://brand-fashion.com.ua/img/p/1/7/0/1/1701.jpg;http://brand-fashion.com.ua/img/p/1/6/9/8/1698.jpg;http://brand-fashion.com.ua/img/p/1/7/0/4/1704.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","","Отличное","","","","","Сумка","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6699","0","0","","","0","1","1","1000","1000","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","09.12.2017 17:48:18","0","3","","","rubashka-gucci-s","","","","Рубашка Gucci. S","В наличии","","brand fashion,комиссионный магазин,gucci","http://brand-fashion.com.ua/odezhda/6699-rubashka-gucci-s.html","Корень|Главная|Одежда ","87","Gucci","","http://brand-fashion.com.ua/img/p/1/7/1/2/1712.jpg;http://brand-fashion.com.ua/img/p/1/7/1/3/1713.jpg;http://brand-fashion.com.ua/img/p/1/7/1/4/1714.jpg;http://brand-fashion.com.ua/img/p/1/7/1/5/1715.jpg;http://brand-fashion.com.ua/img/p/1/7/1/6/1716.jpg;http://brand-fashion.com.ua/img/p/1/7/1/7/1717.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","S","Отличное","","","","Рубашка","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6702","0","0","","","0","0","1","2800","2800","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","09.12.2017 16:55:42","0","3","","<h3>Жакет Anna Bublik - S - Оригинал</h3>","zhaket-anna-bublik-s","Жакет Anna Bublik  в отличном состоянии","","Жакет Anna Bublik. S - Только оригиналы","Жакет Anna Bublik. S","В наличии","","brand fashion,комиссионный магазин,брендовая одежда,anna bublik,купить  anna bublik","http://brand-fashion.com.ua/odezhda/6702-zhaket-anna-bublik-s.html","Корень|Главная|Одежда ","88","Anna Bublik","","http://brand-fashion.com.ua/img/p/7/3/9/739.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","S","Отличное","","","","жакет","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6703","0","0","","","0","1","1","2000","2000","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","22.02.2018 15:33:57","0","3","","","golf-christian-dior-na-vozrast-8-let","","","","Гольф Christian Dior. на возраст 8 лет","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/home/6703-golf-christian-dior-na-vozrast-8-let.html","Корень|Главная","96","Christian Dior","","http://brand-fashion.com.ua/img/p/1/7/9/2/1792.jpg;http://brand-fashion.com.ua/img/p/7/4/0/740.jpg;http://brand-fashion.com.ua/img/p/1/7/9/1/1791.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","Девочка",""," на возраст 8 лет","Отличное","","","","Гольф","","","0","","0","0","0","0","-1","1","500","1","amount","","","","","","","","","","","","","",""
"6707","0","0","","","0","0","1","3500","3500","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","22.02.2018 15:33:57","0","3","","","dublenka-armani-teen-na-vozrast-8-let","","","","Дубленка Armani Teen. на возраст 8 лет","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/home/6707-dublenka-armani-teen-na-vozrast-8-let.html","Корень|Главная","97","ARMANI","","http://brand-fashion.com.ua/img/p/1/3/1/4/1314.jpg;http://brand-fashion.com.ua/img/p/1/3/1/3/1313.jpg;http://brand-fashion.com.ua/img/p/1/3/1/5/1315.jpg;http://brand-fashion.com.ua/img/p/1/3/1/1/1311.jpg;http://brand-fashion.com.ua/img/p/1/3/1/2/1312.jpg;http://brand-fashion.com.ua/img/p/1/3/1/6/1316.jpg;http://brand-fashion.com.ua/img/p/1/3/1/7/1317.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","Мальчик","","на возраст 8 лет","Отличное","","Дубленка","","","","","0","","0","0","0","0","-1","1","500","1","amount","","","","","","","","","","","","","",""
"6714","0","0","","","0","1","1","4900","4900","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","06.02.2018 0:37:17","0","3","","","demisezonnye-sapogi-celine-38","","","","Демисезонные сапоги Celine. 38","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/obuv-brand/6714-demisezonnye-sapogi-celine-38.html","Корень|Главная|Обувь","91","Celine","","http://brand-fashion.com.ua/img/p/1/5/5/8/1558.jpg;http://brand-fashion.com.ua/img/p/1/5/5/6/1556.jpg;http://brand-fashion.com.ua/img/p/1/5/5/9/1559.jpg;http://brand-fashion.com.ua/img/p/1/5/6/0/1560.jpg;http://brand-fashion.com.ua/img/p/1/5/6/1/1561.jpg;http://brand-fashion.com.ua/img/p/1/5/5/7/1557.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","38","","Отличное","","","Сапоги","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6715","0","0","","","0","1","1","2800","2800","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","09.12.2017 17:48:18","0","3","","","plate-dolce-gabbana-40","","","","Платье Dolce & Gabbana. 40","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/odezhda/6715-plate-dolce-gabbana-40.html","Корень|Главная|Одежда ","89","Dolce & Gabbana","","http://brand-fashion.com.ua/img/p/1/5/1/4/1514.jpg;http://brand-fashion.com.ua/img/p/1/5/1/5/1515.jpg;http://brand-fashion.com.ua/img/p/1/5/1/3/1513.jpg;http://brand-fashion.com.ua/img/p/1/5/1/6/1516.jpg;http://brand-fashion.com.ua/img/p/1/5/1/7/1517.jpg;http://brand-fashion.com.ua/img/p/1/5/1/8/1518.jpg;http://brand-fashion.com.ua/img/p/1/5/1/9/1519.jpg;http://brand-fashion.com.ua/img/p/1/5/2/0/1520.jpg;http://brand-fashion.com.ua/img/p/1/5/2/1/1521.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","40","Новое","","","","Платье","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6716","0","0","","","0","1","1","2000","2000","","0","0","","","0","","0","0","0","0","2","0","0","1","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","20.10.2017 12:41:31","0","3","","","plate-laura-ashley-36","","","","Платье Laura Ashley. 36","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/odezhda/6716-plate-laura-ashley-36.html","Корень|Главная|Одежда ","90","LAURA ASHLEY","","http://brand-fashion.com.ua/img/p/1/5/0/3/1503.jpg;http://brand-fashion.com.ua/img/p/1/5/0/1/1501.jpg;http://brand-fashion.com.ua/img/p/1/5/0/2/1502.jpg;http://brand-fashion.com.ua/img/p/1/5/0/4/1504.jpg;http://brand-fashion.com.ua/img/p/1/5/0/5/1505.jpg;http://brand-fashion.com.ua/img/p/1/5/0/6/1506.jpg;http://brand-fashion.com.ua/img/p/1/5/0/7/1507.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","36","Новое","","","","Платье","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6719","0","0","","","0","1","1","5500","5500","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","22.02.2018 15:33:57","0","3","","","demisezonnye-sapozhki-s-mekhom-shinshilly-ermanno-scervino32","","","","Демисезонные сапожки с мехом шиншиллы Ermanno Scervino.32","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/home/6719-demisezonnye-sapozhki-s-mekhom-shinshilly-ermanno-scervino32.html","Корень|Главная","98","Ermanno Scervino","","http://brand-fashion.com.ua/img/p/1/7/9/5/1795.jpg;http://brand-fashion.com.ua/img/p/1/7/9/6/1796.jpg;http://brand-fashion.com.ua/img/p/1/7/9/7/1797.jpg;http://brand-fashion.com.ua/img/p/1/7/9/3/1793.jpg;http://brand-fashion.com.ua/img/p/1/7/9/4/1794.jpg;http://brand-fashion.com.ua/img/p/1/7/9/8/1798.jpg;http://brand-fashion.com.ua/img/p/1/7/9/9/1799.jpg;http://brand-fashion.com.ua/img/p/1/8/0/0/1800.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","Девочка","32","","Новое","","","Сапоги","","","","0","","0","0","0","0","-1","1","1500","1","amount","","","","","","","","","","","","","",""
"6726","0","0","","","0","1","1","3000","3000","","0","0","","","0","","0","0","0","0","2","0","0","0","404","0","1","01.03.2017","new","1","1","both","0","0","0","0","03.01.2017","26.10.2017 1:58:13","0","3","","<p>100% шелк</p>","dvojka-mariella-burani-44","","","","Двойка Mariella Burani. 44","В наличии","","brand fashion,комиссионный магазин","http://brand-fashion.com.ua/odezhda/6726-dvojka-mariella-burani-44.html","Корень|Главная|Одежда ","91","MARIELLA BURANI","","http://brand-fashion.com.ua/img/p/7/5/6/756.jpg","UK Standard Rate (20%)","","","","","","","","","","","","","","","","","","","","","","44","Отличное","","","","Двойка ( платье и жакет )","","","0","","0","0","0","0","-1","1","500","1","amount","","","","","","","","","","","","","",""
